# nhmmer :: search a DNA model, alignment, or sequence against a DNA database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query file:                      /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_euk.hmm
# target sequence database:        -
# output directed to file:         /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.euk.txt
# hits tabular output:             /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.euk.table.txt
# show alignments in output:       no
# sequence reporting threshold:    E-value <= 1e-05
# number of worker threads:        16
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       silva.eukarya  [M=1734]
Scores for complete hits:
    E-value  score  bias  Sequence                              start    end  Description
    ------- ------ -----  --------                              -----  -----  -----------
          0 1615.9  33.6  NODE_1673_length_3345_cov_4.424113      926   2655 
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   54.8   4.2   1.9e-14      1126      1315 ..       196         6 ..       197         2 ..       197    0.83

>> NODE_560002_length_102_cov_4.080000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   54.2   5.4   2.9e-14      1089      1186 ..        97         1 ..       101         1 ..       102    0.94

>> NODE_556214_length_289_cov_6.839623  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   53.7   5.0   4.3e-14      1135      1393 ..         5       259 ..         2       282 ..       289    0.72

>> NODE_3185_length_2571_cov_16.783881  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   53.4   7.7     5e-14       288       612 ..      1849      1504 ..      1871      1481 ..      2571    0.73

>> NODE_560397_length_96_cov_8.736842  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   53.3   4.4   5.4e-14      1093      1188 ..         2        96 .]         1        96 []        96    0.97

>> NODE_557910_length_167_cov_3.244444  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   52.8   5.0   7.9e-14       952      1128 ..         2       167 .]         1       167 []       167    0.79

>> NODE_561254_length_86_cov_4.777778  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   50.9   4.0   2.8e-13      1093      1178 ..         2        86 .]         1        86 []        86    0.96

>> NODE_557451_length_192_cov_10.947826  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   50.8   3.8     3e-13      1142      1317 ..       191        12 ..       192         3 ..       192    0.87

>> NODE_556398_length_268_cov_3.204188  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   50.7   1.0   3.3e-13      1499      1629 ..       262       133 ..       268       112 ..       268    0.88

>> NODE_556278_length_282_cov_1.341463  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   50.5   6.5   3.9e-13       866      1012 ..       133       279 ..       111       282 .]       282    0.93

>> NODE_286478_length_470_cov_2.687023  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   50.3   6.0   4.2e-13       863      1012 ..       153         4 ..       173         1 ..       470    0.92

>> NODE_555686_length_354_cov_3.642599  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   50.1  10.8   4.9e-13       866      1022 ..       164         8 ..       185         1 ..       354    0.92

>> NODE_280058_length_474_cov_6.430730  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   49.8   9.2   6.2e-13       848      1020 ..       176         4 ..       197         1 ..       474    0.88

>> NODE_555832_length_336_cov_6.849421  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   48.9   9.9   1.2e-12       865      1023 ..       165         7 ..       186         1 ..       336    0.92

>> NODE_555710_length_351_cov_6.664234  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   48.9  11.0   1.2e-12       865      1021 ..       190       346 ..       170       351 .]       351    0.93

>> NODE_555987_length_318_cov_8.294606  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.8   8.7   2.4e-12       865      1021 ..       159       315 ..       137       318 .]       318    0.92

>> NODE_18132_length_1295_cov_12.020525  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.8  12.0   2.5e-12       282       621 ..       702       361 ..       793       338 ..      1295    0.65

>> NODE_557452_length_192_cov_9.669565  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.7   7.7   2.7e-12       867      1026 ..        11       170 ..         1       189 [.       192    0.91

>> NODE_202356_length_535_cov_37.456332  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.3   9.5   3.6e-12       866      1021 ..       375       530 ..       354       535 .]       535    0.93

>> NODE_557474_length_191_cov_4.201754  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.3   2.2   3.7e-12      1135      1313 ..       187         4 ..       190         1 ..       191    0.77

>> NODE_557219_length_203_cov_3.801587  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   46.3   3.8     7e-12      1247      1455 ..       201         6 ..       203         1 ..       203    0.81

>> NODE_558255_length_154_cov_5.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   46.0   4.1   8.6e-12       976      1130 ..       153        11 ..       154         1 ..       154    0.74

>> NODE_558485_length_145_cov_15.176471  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   45.4   3.6   1.3e-11       976      1130 ..         3       145 .]         1       145 []       145    0.76

>> NODE_556071_length_310_cov_1.901288  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   45.4   9.1   1.3e-11       849      1008 ..       162         2 ..       184         1 ..       310    0.92

>> NODE_557230_length_203_cov_1.769841  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   44.8   5.1     2e-11      1247      1454 ..         4       200 ..         2       203 .]       203    0.84

>> NODE_558677_length_137_cov_24.300000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   44.7   2.6   2.1e-11      1113      1213 ..       137        38 ..       137        17 ..       137    0.94

>> NODE_559215_length_119_cov_93.642857  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   44.5   3.7   2.5e-11      1089      1170 ..        83         3 ..       103         1 ..       119    0.93

>> NODE_558487_length_145_cov_3.132353  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   44.3   3.7   2.9e-11       976      1130 ..       143         1 ..       145         1 ..       145    0.73

>> NODE_558764_length_134_cov_5.403509  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   43.4   2.4   5.4e-11      1498      1624 ..       132         5 ..       134         1 ..       134    0.92

>> NODE_556754_length_234_cov_4.414013  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   42.9   6.6   7.7e-11      1258      1501 ..         2       229 ..         1       234 []       234    0.81

>> NODE_558290_length_153_cov_3.184211  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   42.3   7.3   1.1e-10       868      1012 ..         5       149 ..         2       152 ..       153    0.95

>> NODE_16490_length_1343_cov_16.184044  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   42.1  12.8   1.3e-10       288       622 ..       860       524 ..       881       503 ..      1343    0.73

>> NODE_432922_length_403_cov_3.355828  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   41.6  10.0   1.8e-10       863      1012 ..       250       399 ..       229       403 .]       403    0.90

>> NODE_557936_length_166_cov_4.629213  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   41.1   9.2   2.6e-10       867      1021 ..         6       160 ..         2       166 .]       166    0.93

>> NODE_559000_length_126_cov_4.530612  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   41.0   0.7   2.7e-10      1498      1619 ..       121         1 ..       126         1 ..       126    0.92

>> NODE_558201_length_155_cov_3.807692  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   40.9   7.9   2.9e-10       868      1012 ..         5       149 ..         2       155 .]       155    0.94

>> NODE_482000_length_388_cov_0.836013  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   40.6  10.1   3.8e-10       877      1130 ..       255        23 ..       275         3 ..       388    0.79

>> NODE_558308_length_152_cov_9.973333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   40.1   7.6   5.2e-10       868      1012 ..         5       149 ..         2       151 ..       152    0.95

>> NODE_556429_length_264_cov_14.780749  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   40.1   4.9   5.2e-10      1175      1444 ..       263         2 ..       264         1 ..       264    0.78

>> NODE_558969_length_127_cov_17.800000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   39.7   1.8   6.8e-10      1511      1625 ..         8       123 ..         1       127 []       127    0.92

>> NODE_556296_length_280_cov_5.477833  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   39.3   4.1   8.9e-10      1481      1626 ..         7       153 ..         2       173 ..       280    0.91

>> NODE_3108_length_2596_cov_7.942834  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   38.9   7.9   1.2e-09       288       609 ..       607       925 ..       586       946 ..      2596    0.72

>> NODE_558800_length_133_cov_5.696429  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   38.8   1.6   1.3e-09      1511      1625 ..         8       123 ..         1       130 [.       133    0.91

>> NODE_561162_length_87_cov_9.700000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   38.7   3.1   1.4e-09      1101      1188 ..        87         1 ..        87         1 ..        87    0.96

>> NODE_557706_length_179_cov_3.049020  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   38.2  11.2   1.9e-09       863      1012 ..        26       175 ..         6       179 .]       179    0.90

>> NODE_558174_length_155_cov_9.012821  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   37.7   2.7   2.7e-09      1512      1626 ..         8       123 ..         1       139 [.       155    0.91

>> NODE_49222_length_886_cov_1.417800  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   36.5   7.3   6.4e-09       289       614 ..       481       825 ..       459       847 ..       886    0.65

>> NODE_556226_length_287_cov_5.295238  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   36.1   9.3   8.4e-09       867      1006 ..       148       287 .]       126       287 .]       287    0.92

>> NODE_558428_length_147_cov_4.142857  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   36.0   2.4   8.9e-09      1481      1620 ..         7       147 .]         2       147 .]       147    0.92

>> NODE_558137_length_156_cov_4.151899  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   35.4   6.9   1.4e-08       867      1012 ..         7       152 ..         2       156 .]       156    0.94

>> NODE_559001_length_126_cov_4.122449  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   35.1   1.6   1.7e-08      1498      1620 ..       124         1 ..       126         1 ..       126    0.92

>> NODE_210700_length_527_cov_7.422222  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   34.6   2.2   2.4e-08      1521      1626 ..         3       109 ..         1       129 [.       527    0.93

>> NODE_558999_length_126_cov_8.836735  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   34.0   1.7   3.7e-08      1520      1626 ..       119        12 ..       125         5 ..       126    0.93

>> NODE_558444_length_146_cov_6.014493  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   33.7   2.8   4.5e-08      1481      1620 ..       141         1 ..       146         1 ..       146    0.93

>> NODE_324873_length_449_cov_0.930108  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   33.6   5.4   4.9e-08       877       995 ..       119         1 ..       139         1 ..       449    0.95

>> NODE_560679_length_93_cov_35.500000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   33.1   3.7   6.8e-08      1089      1159 ..        23        92 ..         3        93 .]        93    0.88

>> NODE_88457_length_718_cov_9.736349  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   33.1  14.3   6.9e-08       289       563 ..       411       687 ..       404       689 ..       718    0.65

>> NODE_557589_length_185_cov_6.314815  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   32.6   4.7   9.6e-08      1247      1440 ..       183         2 ..       185         1 ..       185    0.78

>> NODE_558541_length_143_cov_2.696970  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   31.6   2.7   1.9e-07      1426      1571 ..         2       142 ..         1       143 []       143    0.94

>> NODE_107065_length_672_cov_1.689076  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   31.6  12.4     2e-07       286       620 ..       311       642 ..       291       663 ..       672    0.70

>> NODE_557786_length_175_cov_4.265306  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   31.5   4.0     2e-07      1247      1394 ..         9       145 ..         5       168 ..       175    0.81

>> NODE_35573_length_998_cov_5.279045  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   31.5   9.5   2.1e-07       225       427 ..       786       993 ..       764       997 ..       998    0.74

>> NODE_557527_length_188_cov_3.045045  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   31.2   5.0   2.6e-07      1247      1441 ..         4       187 ..         2       188 .]       188    0.83

>> NODE_556282_length_281_cov_3.524510  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   31.1   7.4   2.8e-07       867       997 ..       147       277 ..       126       281 .]       281    0.93

>> NODE_559324_length_117_cov_5.750000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   30.4   1.4   4.4e-07      1512      1620 ..       110         1 ..       117         1 ..       117    0.92

>> NODE_176665_length_563_cov_3.648148  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   30.3   2.4   4.7e-07      1554      1626 ..       562       490 ..       563       469 ..       563    0.92

>> NODE_556156_length_299_cov_4.378378  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   30.2   9.6     5e-07       867       990 ..       126         3 ..       146         1 ..       299    0.92

>> NODE_557551_length_187_cov_5.190909  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   29.9   4.6   6.2e-07      1246      1441 ..       186         2 ..       187         1 ..       187    0.80

>> NODE_8382_length_1752_cov_14.712239  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   29.1   8.1   1.1e-06       289       622 ..      1239       909 ..      1261       883 ..      1752    0.75

>> NODE_557144_length_207_cov_3.315385  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   28.7   1.6   1.4e-06      1546      1626 ..         2        83 ..         1       105 [.       207    0.91

>> NODE_69983_length_780_cov_3.260313  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   28.7   7.2   1.4e-06       291       619 ..       724       374 ..       745       352 ..       780    0.67

>> NODE_561446_length_84_cov_10.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   27.5   0.9   3.3e-06      1134      1204 ..         6        77 ..         1        83 [.        84    0.91

>> NODE_560240_length_98_cov_3.619048  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   27.0   1.1   4.7e-06      1526      1620 ..         3        98 .]         1        98 []        98    0.92

>> NODE_36672_length_986_cov_2.869087  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   26.9  11.7   5.1e-06       292       618 ..       585       908 ..       564       933 ..       986    0.70

>> NODE_557186_length_205_cov_7.132812  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   26.5   0.9   6.8e-06      1546      1626 ..       204       123 ..       205       103 ..       205    0.92

>> NODE_561936_length_78_cov_5.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   26.5   1.5   6.9e-06      1554      1625 ..        77         5 ..        78         1 ..        78    0.93

>> NODE_347234_length_438_cov_0.927978  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   26.2   7.4   8.4e-06       243       409 ..       172         2 ..       197         1 ..       438    0.74

>> NODE_556863_length_225_cov_17.986486  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   26.1   1.3   8.8e-06      1546      1626 ..         2        83 ..         1       103 [.       225    0.91

>> NODE_559943_length_103_cov_18.961538  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   26.0   1.5   9.7e-06      1521      1620 ..         3       103 .]         1       103 []       103    0.94



Internal pipeline statistics summary:
-------------------------------------
Query model(s):                            1  (1734 nodes)
Target sequences:                     561960  (654312586 residues searched)
Residues passing SSV filter:         1172783  (0.00179); expected (0.02)
Residues passing bias filter:        1172783  (0.00179); expected (0.02)
Residues passing Vit filter:          510382  (0.00078); expected (0.003)
Residues passing Fwd filter:          125305  (0.000192); expected (3e-05)
Total number of hits:                    198  (8.04e-05)
# CPU time: 119.39u 0.46s 00:01:59.85 Elapsed: 00:00:08.01
# Mc/sec: 141612.53
//
[ok]
