# nhmmer :: search a DNA model, alignment, or sequence against a DNA database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query file:                      /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_bacteria.hmm
# target sequence database:        -
# output directed to file:         /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.txt
# hits tabular output:             /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.table.txt
# show alignments in output:       no
# sequence reporting threshold:    E-value <= 1e-05
# number of worker threads:        16
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       bacteria  [M=1523]
Scores for complete hits:
    E-value  score  bias  Sequence                              start    end  Description
    ------- ------ -----  --------                              -----  -----  -----------
          0 1381.3  33.4  NODE_3693_length_2416_cov_4.865327      472   2019 

>> NODE_557262_length_202_cov_25.728000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  186.6   9.7   1.7e-53       723       919 ..         1       202 []         1       202 []       202    0.95

>> NODE_557337_length_198_cov_2.206612  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  186.4   7.7   2.1e-53       731       924 ..         1       198 []         1       198 []       198    0.95

>> NODE_557527_length_188_cov_3.045045  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  186.1   4.9   2.5e-53      1013      1199 ..         1       188 []         1       188 []       188    0.99

>> NODE_557551_length_187_cov_5.190909  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  185.8   4.4     3e-53      1015      1199 ..       186         1 ..       187         1 ..       187    0.99

>> NODE_556245_length_285_cov_4.461538  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  185.4   9.4   4.2e-53        86       346 ..         1       285 []         1       285 []       285    0.87

>> NODE_557445_length_193_cov_1.801724  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  183.9   5.2   1.1e-52       723       911 ..         2       193 .]         1       193 []       193    0.97

>> NODE_210700_length_527_cov_7.422222  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  183.7   8.1   1.3e-52      1271      1515 ..         1       248 [.         1       257 [.       527    0.95

>> NODE_556199_length_291_cov_1.887850  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  183.4  13.9   1.6e-52        75       341 ..       291         1 ..       291         1 ..       291    0.87

>> NODE_557407_length_194_cov_20.564103  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  181.4   8.5   6.7e-52       736       924 ..       193         1 ..       194         1 ..       194    0.95

>> NODE_556815_length_229_cov_2.592105  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  181.1   7.5   8.1e-52       332       534 ..         2       229 .]         1       229 []       229    0.94

>> NODE_556831_length_227_cov_5.433333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  180.6   9.9   1.2e-51       330       531 ..         1       227 []         1       227 []       227    0.94

>> NODE_556003_length_317_cov_2.745833  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  180.0  13.0   1.7e-51        37       310 ..       311         2 ..       316         1 ..       317    0.85

>> NODE_102104_length_683_cov_2.912541  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  180.0   4.7   1.8e-51      1154      1513 ..       681       333 ..       683       322 ..       683    0.94

>> NODE_557589_length_185_cov_6.314815  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  179.2   4.8     3e-51      1014      1198 ..       185         1 ..       185         1 ..       185    0.98

>> NODE_555721_length_348_cov_5.531365  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  178.8   5.7   3.9e-51      1154      1507 ..         3       345 ..         1       348 []       348    0.94

>> NODE_557088_length_211_cov_1.044776  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  176.8   6.6   1.6e-50       474       683 ..       211         3 ..       211         1 ..       211    0.98

>> NODE_556190_length_292_cov_6.809302  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  175.0  11.7   5.7e-50        88       345 ..       292         1 ..       292         1 ..       292    0.85

>> NODE_557786_length_175_cov_4.265306  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  173.3   3.2   1.8e-49      1011      1182 ..         4       174 ..         1       175 []       175    0.97

>> NODE_556371_length_271_cov_5.675258  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  172.8  13.7   2.7e-49       114       356 ..       265         1 ..       271         1 ..       271    0.88

>> NODE_556970_length_218_cov_2.212766  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  172.0  10.3   4.4e-49       493       709 ..       218         2 ..       218         1 ..       218    0.99

>> NODE_557189_length_205_cov_2.609375  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  172.0   5.4   4.6e-49       886      1089 ..       205         2 ..       205         1 ..       205    0.89

>> NODE_557008_length_215_cov_5.159420  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  171.5   8.1   6.6e-49       489       701 ..         2       214 ..         1       215 []       215    0.99

>> NODE_557645_length_183_cov_3.207547  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  168.3   3.9   5.9e-48       722       899 ..         4       183 .]         1       183 []       183    0.97

>> NODE_557458_length_192_cov_1.452174  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  168.3   4.7   6.1e-48       895      1085 ..         1       192 []         1       192 []       192    0.96

>> NODE_557346_length_197_cov_14.050000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  168.2   4.6   6.5e-48       892      1087 ..       197         3 ..       197         1 ..       197    0.90

>> NODE_557758_length_176_cov_26.202020  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  167.7   4.5   9.2e-48      1013      1186 ..       176         2 ..       176         1 ..       176    0.98

>> NODE_557095_length_210_cov_12.120301  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  166.4   8.0   2.3e-47       491       699 ..       210         2 ..       210         1 ..       210    0.99

>> NODE_426285_length_406_cov_0.781155  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  166.3  14.4   2.5e-47       397       629 ..       155       403 ..       135       406 .]       406    0.94

>> NODE_557522_length_188_cov_5.738739  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  162.2   4.1     4e-46       901      1086 ..       188         2 ..       188         1 ..       188    0.94

>> NODE_557673_length_181_cov_7.067308  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  161.6   6.3   6.1e-46       723       897 ..         2       181 .]         1       181 []       181    0.95

>> NODE_557451_length_192_cov_10.947826  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  161.0   4.0   9.6e-46       907      1097 ..       192         1 ..       192         1 ..       192    0.96

>> NODE_557474_length_191_cov_4.201754  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  159.7   3.4   2.4e-45       896      1085 ..       191         1 ..       191         1 ..       191    0.92

>> NODE_557750_length_177_cov_4.470000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  159.4   5.5   2.8e-45      1011      1182 ..         5       177 .]         1       177 []       177    0.98

>> NODE_557452_length_192_cov_9.669565  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  158.9   8.4   4.1e-45       642       814 ..         2       177 ..         1       192 []       192    0.93

>> NODE_556863_length_225_cov_17.986486  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  156.1   7.4   2.9e-44      1297      1513 ..         1       220 [.         1       225 []       225    0.95

>> NODE_557325_length_199_cov_4.360656  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  154.9   8.1   6.5e-44       491       688 ..       199         2 ..       199         1 ..       199    0.99

>> NODE_557706_length_179_cov_3.049020  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  154.0  12.1   1.2e-43       624       796 ..         3       176 ..         1       179 []       179    0.98

>> NODE_557969_length_164_cov_2.931034  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  153.8   4.7   1.4e-43      1025      1186 ..       164         2 ..       164         1 ..       164    0.98

>> NODE_557144_length_207_cov_3.315385  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  152.0   6.7   5.1e-43      1297      1497 ..         1       205 [.         1       207 []       207    0.95

>> NODE_557860_length_170_cov_11.483871  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  151.1   7.5   9.2e-43       736       899 ..         3       170 .]         1       170 []       170    0.95

>> NODE_557850_length_171_cov_38.361702  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  150.9   7.4   1.1e-42       731       897 ..         1       171 []         1       171 []       171    0.95

>> NODE_558085_length_158_cov_10.790123  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  150.7   6.0   1.2e-42       228       383 ..         2       157 ..         1       158 []       158    0.98

>> NODE_558010_length_162_cov_11.411765  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  150.6   4.3   1.3e-42      1026      1185 ..         1       161 [.         1       162 []       162    0.98

>> NODE_557187_length_205_cov_5.843750  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  149.9   8.3   2.1e-42       497       701 ..         1       205 []         1       205 []       205    0.99

>> NODE_557835_length_172_cov_6.852632  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  149.6   8.1   2.7e-42       734       899 ..         2       171 ..         1       172 []       172    0.93

>> NODE_557936_length_166_cov_4.629213  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  149.3  10.0   3.3e-42       647       808 ..         2       164 ..         1       166 []       166    0.98

>> NODE_387855_length_420_cov_1.419825  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  148.5   2.0   5.6e-42        31       255 ..       193       420 .]       171       420 .]       420    0.90

>> NODE_176665_length_563_cov_3.648148  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  148.2   3.3     7e-42      1305      1515 ..       563       351 ..       563       343 ..       563    0.94

>> NODE_557837_length_172_cov_6.452632  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  147.0   7.1   1.6e-41       735       899 ..         2       171 ..         1       172 []       172    0.94

>> NODE_557891_length_168_cov_5.142857  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  146.7   7.1     2e-41       736       897 ..       166         1 ..       168         1 ..       168    0.95

>> NODE_558184_length_155_cov_7.192308  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  145.0   9.7   6.3e-41       283       435 ..       154         2 ..       155         1 ..       155    0.98

>> NODE_557808_length_173_cov_7.968750  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  144.5   4.8     9e-41       896      1067 ..       173         1 ..       173         1 ..       173    0.96

>> NODE_557186_length_205_cov_7.132812  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  144.3   9.6   1.1e-40      1297      1495 ..       205         4 ..       205         1 ..       205    0.95

>> NODE_557910_length_167_cov_3.244444  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  142.6   5.1   3.3e-40       735       895 ..         2       167 .]         1       167 []       167    0.94

>> NODE_558173_length_155_cov_9.064103  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  142.1   4.2   4.9e-40      1027      1180 ..         1       155 []         1       155 []       155    0.98

>> NODE_558308_length_152_cov_9.973333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  140.0   8.3   2.1e-39       648       796 ..         1       150 [.         1       152 []       152    0.98

>> NODE_558201_length_155_cov_3.807692  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  139.8   8.4   2.4e-39       648       801 ..         1       155 []         1       155 []       155    0.98

>> NODE_558137_length_156_cov_4.151899  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  139.6   7.3   2.7e-39       647       797 ..         3       154 ..         1       156 []       156    0.98

>> NODE_35479_length_999_cov_6.066161  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  138.9   5.5   4.6e-39      1314      1515 ..         1       205 [.         1       214 [.       999    0.95

>> NODE_558290_length_153_cov_3.184211  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  138.5   8.3     6e-39       648       796 ..         1       150 [.         1       153 []       153    0.98

>> NODE_523701_length_376_cov_1.688963  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  135.0   5.6   6.5e-38      1314      1515 ..         1       204 [.         1       212 [.       376    0.95

>> NODE_558246_length_154_cov_11.961039  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  134.0  10.6   1.4e-37       306       451 ..         2       147 ..         1       153 [.       154    0.98

>> NODE_558444_length_146_cov_6.014493  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  133.1   3.2   2.5e-37      1229      1372 ..       145         1 ..       146         1 ..       146    0.98

>> NODE_558174_length_155_cov_9.012821  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  132.9   4.1     3e-37      1258      1409 ..         2       154 ..         1       155 []       155    0.98

>> NODE_558255_length_154_cov_5.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  132.2   5.2   4.8e-37       759       907 ..       153         1 ..       154         1 ..       154    0.95

>> NODE_558428_length_147_cov_4.142857  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  129.3   3.1   3.5e-36      1227      1372 ..         1       147 []         1       147 []       147    0.99

>> NODE_557141_length_207_cov_22.830769  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  128.4   7.7   6.8e-36      1317      1514 ..         1       200 [.         1       206 [.       207    0.96

>> NODE_559015_length_125_cov_67.583333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  128.3   5.3   7.3e-36       849       969 ..       124         4 ..       125         1 ..       125    0.98

>> NODE_556903_length_222_cov_5.862069  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  127.2   6.0   1.5e-35       113       302 ..        30       221 ..         9       222 .]       222    0.94

>> NODE_482000_length_388_cov_0.836013  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  126.6  14.9   2.3e-35       488       897 ..       381        23 ..       388         6 ..       388    0.91

>> NODE_559192_length_120_cov_8.093023  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  125.9   3.8   3.9e-35       835       954 ..       120         1 ..       120         1 ..       120    0.99

>> NODE_558800_length_133_cov_5.696429  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  125.7   1.5   4.4e-35      1256      1386 ..         1       132 [.         1       133 []       133    0.97

>> NODE_558487_length_145_cov_3.132353  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  122.9   4.0   3.1e-34       757       897 ..       145         1 ..       145         1 ..       145    0.94

>> NODE_557965_length_164_cov_4.114943  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  122.9   7.9   3.1e-34       479       640 ..         2       163 ..         1       164 []       164    0.98

>> NODE_558391_length_149_cov_10.763889  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  122.5   3.2   4.1e-34      1126      1274 ..         1       149 []         1       149 []       149    0.99

>> NODE_558969_length_127_cov_17.800000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  122.2   2.2   4.8e-34      1256      1380 ..         1       126 [.         1       127 []       127    0.98

>> NODE_558485_length_145_cov_15.176471  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  122.0   3.8   5.9e-34       757       897 ..         1       145 []         1       145 []       145    0.94

>> NODE_344244_length_439_cov_2.138122  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  121.3   2.5     9e-34        28       223 ..       229         7 ..       250         1 ..       439    0.77

>> NODE_558999_length_126_cov_8.836735  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  121.1   1.8   1.1e-33      1265      1389 ..       126         1 ..       126         1 ..       126    0.98

>> NODE_558541_length_143_cov_2.696970  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  120.7   2.8   1.4e-33      1182      1323 ..         1       142 [.         1       143 []       143    0.99

>> NODE_558764_length_134_cov_5.403509  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  120.6   2.7   1.5e-33      1248      1379 ..       134         2 ..       134         1 ..       134    0.98

>> NODE_558574_length_142_cov_1.815385  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  120.0   3.9   2.2e-33       473       613 ..       142         2 ..       142         1 ..       142    0.98

>> NODE_558679_length_137_cov_17.666667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  117.2   5.4   1.6e-32      1029      1164 ..       137         1 ..       137         1 ..       137    0.98

>> NODE_315724_length_454_cov_0.748011  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  116.7  14.6   2.3e-32       455       894 ..       414         9 ..       434         6 ..       454    0.87

>> NODE_558258_length_154_cov_4.480519  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  116.6  10.1   2.4e-32       218       355 ..       138         1 ..       153         1 ..       154    0.95

>> NODE_559000_length_126_cov_4.530612  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  116.1   0.8   3.4e-32      1245      1371 ..       126         1 ..       126         1 ..       126    0.97

>> NODE_559512_length_112_cov_31.742857  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  115.8   5.2   4.3e-32       851       962 ..       112         1 ..       112         1 ..       112    0.98

>> NODE_557311_length_200_cov_1.390244  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
